Name_ID,Rating_ID,Comments,Specialist_ID,Address
Bright Smiles Dental Care,4.1,Excellent,Dentist,"  No 69/125A, M G Road, Kottakuppam, Pondicherry - 605104, Near Post Office"
Vijaya Dental Health Cure,5.0,Excellent,Dentist,"  No:267, Vazhudavour Road, Kathirkamam, Pondicherry - 605009, Near Indhira Gandhi Arts College"
Dr. Siva Prasad D (Vijaya D..,4.0,Very good,Dentist,"  C/O Vijaya Dental Health Cure,No:267, Vazhudavour Road, Kathirkamam, Pondicherry - 605009, indhragandhi arts collage"
Dr. Sivaprasad.D (Vijaya De..,4.1,Excellent,Dentist,"  #267, Vazhudavoor Road.Land Mark: Near Dental College, Kathirkamam, Pondicherry - 605009"
Dr. Varsha Murthy (Vijaya D..,4.0,Very good,Dentist,"  #267, Vazhudavoor Road.Land Mark: Near Dental College, Kathirkamam, Pondicherry - 605009"
"Dr. Soorya.K,V (Vijaya Dent..",4.1,Excellent,Dentist,"  #267, Vazhudavoor Road.Land Mark: Near Dental College, Kathirkamam, Pondicherry - 605009"
Dr. Selvaganapathy J,4.0,Very good,Dentist,"  No:11 Pavender Street, Gandhi Nagar, Pondicherry - 605009"
Dr. Yuvaraj. V (Vijaya Dent..,4.1,Excellent,Dentist,"  No:267, Vazhudavour Road, Kathirkamam, Pondicherry - 605009, Near Indhira Gandhi Arts College"
Gvan Dental Clinic,4.0,Very good,Dentist,"  #353, Sookanathanpet, Mottoupalayam, Vazhudavur Road, Pondicherry - 605009, Near Tamizh Thirumana Maaligai"
Dental Clinic,4.1,Excellent,Dentist,"  No. 33, Kathirkamam, Vazhudavur Road, Kathirkamam, Pondicherry - 605009, Near Arrack Shop"
Shifaya Dental Care,4.0,Very good,Dentist,"  Vedapureeswarar Varadaraja Perumal Nagar, Puducherry, Vazhudavoor Road, Pondicherry - 605009"
Dr. Gnanasundari m,4.1,Excellent,Dentist,"  No 140, Main Road, Lawspet, Pondicherry - 605008"
Smile Studio,4.0,Very good,Dentist,"  G1 Lotus Grace, Saradhambal Nagar, Ellaipillaichavady, Pondicherry - 605005, Near Social Welfare Department"
Gem Dental Care,4.1,Excellent,Dentist,"  #363/437, Ramany Complex, Muthirarpalayam, Vazhuthavur Road, Pondicherry - 605009"
SRM Dental Clinic,4.0,Very good,Dentist,"  #24, Villanur Main Road, Ellaipillaichavady, Pondicherry - 605005, Near Vivekananda Nagar"
Sri Balaji Dental Clinic,4.1,Excellent,Dentist,"  Ulavarkarai,#156, Ulavarkarai Friends Nagar, Villianur Main Road, Pondicherry - 605010"
Srm Dental Clinic,4.0,Very good,Dentist,"  24, Villinur Main Road, Ellaipillaichavady, Pondicherry - 605005, Near Ig Statue"
Jai Sarguru Dental Clinic,4.1,Excellent,Dentist,"  No 6 2nd Cross, Jawahar Nagar, Kavery Nagar, Reddiar Palayam, Pondicherry - 605005"
JAI Sarguru Dental Clinic,3.3,Very good,Dentist,"  No 87 P-34 Natrajan Complex, Villianur Main Road, Reddiar Palayam, Pondicherry - 605010, Azeez Nagar"
Vikare Dental Clinic,4.0,Very good,Dentist,"  42, Lawspet Main Road, Pakkamudayanpet, Puducherry, Saram, Pondicherry - 605013, Near Rajiv Gandhi Statue"
Easwari Dental Care Centre,4.1,Excellent,Dentist,"  #34, Bajanaimadan Street, Vennila Nagar, Pondicherry - 605013"
Dee Jay Dental Care Center,4.0,Very good,Dentist,"  Permul Raja Garden, Villiayanur Main Road, #10, Reddiar Palayam, Pondicherry - 605004"
R.k.dental Clinic,4.1,Excellent,Dentist,"  No.548, Vazhudavur Road, Muthirayarpalayam, Pondicherry - 605009, Near Sakthi Medicals"
Subi Dental Clinic,4.0,Very good,Dentist,"  Villianur Main Road, Moolakulam, Pondicherry - 605010, Next To Reliance Fresh"
Dr. M Senthil (Comfort Dent..,4.1,Excellent,Dentist,"  No.62, Villianur Main Road, Mulakulam Near Srinivas Towers, Opp To Mulakulam Bus Stop, Reddiarpalaya, Reddiyarpalayam, Pondicherry - 605010"
Sri Saraswathi Dental Healt..,4.0,Very good,Dentist,"  Sir Vijaya Medicals,#352, Upstair, Villianur Road, Puducherry, Nellithope, Pondicherry - 605005"
Tru Dent,4.1,Excellent,Dentist,"  No 142, ECR main road, Lawspet, Pondicherry - 605008, Opposite to happy mother granite"
Sri Padmavathy Thayar Denta..,4.0,Very good,Dentist,"  No 51, Thiruvalluvar Salai, Saram, Pondicherry - 605013, Near Nellithope Signal"
Dr. Thomas Edvin Raj B (ann..,4.0,Very good,Dentist,"  C/o Annai Dental Clinic,No 63, East Street, Saram, Pondicherry - 605013"
Vishnu Dhanvanthri Dental C..,4.1,Excellent,Dentist,"  #240, Lenin, Kodapalayam, Puducherry, Street, Pondicherry - 605013, Opposite To Monimegalai School"
G.s. Dental Care,4.0,Very good,Dentist,"  No. 389 Kamaraj Salai, Naveena Garden, Brindavan Colony, Pondicherry - 605013"
Dr. Mullaivizi Manoharan,4.1,Excellent,Dentist,"  59-A Mettu Street Kurusukuppam, Kurumbapet, Pondicherry - 605009"
Apollo Hospital Information..,4.1,Excellent,Cosmetologist,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
Manobalan Skin Care Clinic,5.0,Excellent,Cosmetologist,"  No. 43, 1 St Floor,, Injanji Mesthri Street, Pondicherry - 605003, Back Side to Rosma Marriage Hall"
Dr. Mohan Kumar s,4.4,Excellent,Cosmetologist,"  No 15 Mohan Clinic, 2nd Cross Street, Nellithope, Pondicherry - 605005, Nadesan Nagar West"
Dr. Balaji B Makkena (East ..,4.5,Excellent,Cosmetologist,"  C/O East Coast Hospitals No 1, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
L K Nursing Home,4.3,Excellent,Paediatricians,"  No 370, 2nd Main Road Mahaveer Nagar, Lawspet, Pondicherry - 605008, Near Lawspet Police Station"
Sri Venkateshwaraa Medical ..,4.1,Excellent,Paediatricians,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
Aayush Health Care Centre,4.4,Excellent,Paediatricians,"  No 60, Perumalnaidu Street, Muthialpet, Pondicherry - 605003, Near Muthialpet Market Bus Stop"
Dr. Narendra Agarawal,5.0,Excellent,Paediatricians,"  122, west car street, Villianur, Pondicherry - 605110, opposite to icici atm"
Dr. Batras Healthcare Clini..,4.0,Excellent,Paediatricians,"  No- 1, Sakthi Tower First Floor, Villianur Road, Villianur, Pondicherry - 605110, Opposite Vasan Eye Care Hospital, Near Indira Gandhi Statue Circle"
Viroga Ayurvedic Clinic And..,4.9,Excellent,Paediatricians,"  No 11 5th cross, Gnanaprakashan Nagar, Lawspet, Pondicherry - 605008, Opposite Filo Hotel"
Puduvai Life Line Hospital,4.4,Excellent,Paediatricians,"  No 36 A, Airport Main Road, Lawspet, Pondicherry - 605008"
Jipmer Hospital,4.3,Excellent,Paediatricians,"  Dhanvantri Nagar, Pondicherry - 605006, Gorimedu"
Aum Hospitals,4.3,Excellent,Paediatricians,"  No 1, Cholai Nagar Main Road, Muthialpet, Pondicherry - 605003, Sapthagiri Garden Opposite Chinaathal School"
St Joseph Cluny Hospital,4.1,Excellent,Paediatricians,"  No 16, Roam Rolland Street, Pondicherry - 605001"
Ashwini Maternity Hospital,4.1,Excellent,Paediatricians,"  No 90, Vazhudavur Main Road, Thattanchavadi, Pondicherry - 605009, Vvp Nagar"
Apollo Hospital Information..,4.1,Excellent,Paediatricians,"  No 79, valudhavur main road, Nellithope, Pondicherry - 605009, Near By Employment office"
Pondicherry Institute Of Me..,4.0,Very good,Paediatricians,"  Pondicherry University, Pondicherry - 605014, Ganapathichettikulam Kalathumettupathai Kalapet"
Rani Hospital,4.0,Very good,Paediatricians,"  No 27, Vazhudhavur Road, Thattanchavadi, Pondicherry - 605009, Near Rajiv Gandhi Statue"
Be Well Hospitals,3.7,Very good,Paediatricians,"  No 15, East Coast Road, Lawspet Pondicherry, Pondicherry - 605008, Green Gardens"
Dr. Ayyappan K,4.4,Excellent,Paediatricians,"  No 211, Bussy Street, Pondicherry - 605001"
Sri Venkateshwara Hospital,3.8,Very good,Paediatricians,"  No 13 A, Pondy Villupuram Main Road, Ariyur, Pondicherry - 605003, Ariyur 605102 villupuram"
Dr. Uma Maheshwari S,4.8,Excellent,Paediatricians,"  No 2/A, New Street, Puthupet, Rajaji Nagar, Lawspet Pondicherry, Pondicherry - 605008"
Dr. Dhandapani N L,4.2,Excellent,Paediatricians,"  No 44, Mettu Street, Kosapalayam, Pondicherry - 605013"
Viji Clinic,4.4,Excellent,Paediatricians,"  No 288, Kamaraj Salai, Saram, Pondicherry - 605013, Opposite Shanmuga Thirumana Mandapam & Near Rajiv Gandhi Statue"
Dr. Murali r,4.2,Excellent,Paediatricians,"  No 77, Ambedkar Salai, Nellithope, Pondicherry - 605005"
Dr. Arnabdey,4.7,Excellent,Paediatricians,"  No 315, Mission Street, Puducherry H O, Pondicherry - 605001"
Dr. Augustine Paul R m,5.0,Excellent,Paediatricians,"  No 19, Villianur Road, Nellithope, Pondicherry - 605005, Victoria Nagar Opposite Aryas Hotel & Near Casino Bakery"
Chithra Medical Group,4.2,Excellent,Paediatricians,"  No.75, Third Cross, Paris Nagar, pondicherry 605010, Moolakulam, Pondicherry - 605010, Near East Coast Hospital"
Dr. Namachivayam V,4.8,Excellent,Paediatricians,"  No 14-A, Bashiam Reddy Street, Cuddalore HO, PONDICHERRY - 607001"
Senthil Womens & Child Hosp..,5.0,Excellent,Paediatricians,"  No 9 & 10, Thillai Maistry Street, Pondicherry - 605001, Near M G Road"
Dr. Nellian A R,3.4,Very good,Paediatricians,"  No 2, Police Street, Mudaliarpet, Pondicherry - 605004"
Pondicherry Speciality Cent..,4.0,Very good,Paediatricians,"  No 4, 4th Cross, Anna Nagar, Pondicherry - 605005, Near Housing Board Office"
Dr. Nalini (Pondicherry Spe..,5.0,Excellent,Paediatricians,"  C/O Pondicherry Speciality Centre No 4, 4th Cross, Anna Nagar, Pondicherry - 605005, Near Housing Board Office"
Mangai Medical Centre,5.0,Excellent,Paediatricians,"  No. 7, Pondy Main Roadd, Koot Road, Pondicherry - 605111, Mangai Medical"
Dr. Narayanan m,5.0,Excellent,Paediatricians,"  No 169-B, Nethaji Road, Cuddalore HO, PONDICHERRY - 607001"
Dr. Karunanidhi m,4.1,Excellent,Paediatricians,"  No 288 C/O Viji Clinic, Kamaraj Salai, Saram, Pondicherry - 605013, Opposite Shanmuga Thirumana Mandapam & Near Rajiv Gandhi Statue"
Dr. Prabha Ravishankar r,4.1,Excellent,Paediatricians,"  No 137, villiyanor main road,reddiyar palaiyam, Reddiar Palayam, Pondicherry - 605010, kamban nagar bus stop"
Dr. Edith B Jasmin,4.0,Very good,Paediatricians,"  No 487, M G Road, Puducherry H O, Pondicherry - 605001"
Dr. Devadas a,4.0,Very good,Paediatricians,"  No 105, 6th Main Street, Mudaliarpet, Pondicherry - 605004, Bharathidasan Nagar"
Dr. Janaki k,3.7,Very good,Paediatricians,"  No 34 Sowbagya Apartments, Vallalar Salai, Pondicherry - 605001"
Dr. Nalini,4.4,Excellent,Paediatricians,"  No 20 & 21, 2nd cross, Pondicherry Bazaar, Pondicherry - 605001, Anna Nagar Opposite Housing Board"
Dr. Mina Shah,3.8,Very good,Paediatricians,"  No 37, Manakula Vinayaka Street, Pondicherry - 605001, Near Ashram & Vinayagar Kovil"
Lakshmi Clinic,4.8,Excellent,Paediatricians,"  No 200, Chetty Street, Puducherry H O, Pondicherry - 605001, Anna Salai"
Dr. Duraiswamy,4.2,Excellent,Paediatricians,"  No 69, Aurobindo Street, Pondicherry - 605003, calve college opp"
Dr. Balachandran C s,4.4,Excellent,Paediatricians,"  No 33, North Car Street, Chidambaram H O, PONDICHERRY - 608001"
SAI Sandhya Clinic,4.2,Excellent,Paediatricians,"  No 243, Vazhudavur Road, Thattanchavadi, Pondicherry - 605009, Kathirkamam"
Dr. Anand M (Anand Clinic) ..,4.7,Excellent,Paediatricians,"  Anand Clinic No 175, Lenin Street, Kosapalayam, Pondicherry - 605013"
Dr. Ravi Kannan (East Coast..,5.0,Excellent,Paediatricians,"  No 90, Thiruvalluvar Salai, Saram, Pondicherry - 605013, Near Naveena Theatre GardenPillai Thottam"
Dr. Sathya Veni (East Coast..,4.2,Excellent,Paediatricians,"  No 90, Thiruvalluvar Salai, Saram, Pondicherry - 605013, Near Naveena Theatre GardenPillai Thottam"
Dr. Sathyaveni Murugesan (E..,4.8,Excellent,Paediatricians,"  C/O East Coast Hospitals No 1, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
Dr. Ravi Kannah (East Coast..,5.0,Excellent,Paediatricians,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantha Raja Theatre, Paris Nagar"
Dr. Chandrakumar Shah (East..,3.4,Very good,Paediatricians,"  C/O East Coast Hospitals No 1, Perambai Road, Moolakulam, Pondicherry - 605010, Near Vasantharaja Cinema Hall, Paris Nagar"
Dr. N.Dinesh Kumar (Kumaran..,4.0,Very good,Paediatricians,"  #215, Ok Palayam, Mudaliarpet, Mudaliarpet, Pondicherry - 605004, Buvancare Street"
Dr. Anand M (Anand Clinic) ..,5.0,Excellent,Paediatricians,"  Anand Clinic No 70, Lawspet Main Road, Lawspet, Pondicherry - 605008"
Adisha Clinic,5.0,Excellent,Paediatricians,"  No 101, Yannai Venkatachalam Street, Puducherry H O, Pondicherry - 605001"
Dr. Anand Arokiaraj (l K Nu..,5.0,Excellent,Paediatricians,"  Mahaveer Nagar, Lawspet, Pondicherry - 605008, Near Lawspet Police Station"
Dr. Chidambaram (New Medica..,5.0,Excellent,Paediatricians,"  C/O New Medical Centre No 470, M G Road, Pondicherry - 605001"
Sathya SAI Surgical Clinic,3.4,Very good,Paediatricians,"  No 211, Bussy Street, Puducherry H O, Pondicherry - 605001"
Dr. Krishnamurthy P S,4.0,Very good,Paediatricians,"  No 217, Nethaji Road, Manjakuppam, PONDICHERRY - 605001"
Dr. Vijaya Balagandan,5.0,Excellent,Paediatricians,"  No 324, M G Road, Pondicherry - 605001, Opposite Petit Seminar School"
Iyyapan Surgeon,5.0,Excellent,Paediatricians,  Pondicherry - 605001
Dr. Thiroumourougane Serane..,5.0,Excellent,Paediatricians,"  C/O A G Padmavathi Hospital R S 127/ 1 A, Villiayanoor Main Road, Arumparthapuram, Pondicherry - 605110"
Dr. Gowthaman m,5.0,Excellent,Paediatricians,"  No 37, Bashayam Street, Cuddalore Ho, PONDICHERRY - 607001"
Dr. Rajakumar P g,5.0,Excellent,Paediatricians,"  No 42, Nethaji Road, Cuddalore Ho, PONDICHERRY - 607001"
A G Dental Clinic,4.6,Excellent,Paedodontist Doctors,"  Sethu Nursing Home, No. 130, 1 Street Floor, Perumal Kovil Street, Pondicherry - 605001, Near Anandha Inn"
Le Dental Implant Centre,4.9,Excellent,Paedodontist Doctors,"  No 18, Vallalar High Road, Venkata Nagar, Pondicherry - 605011, Vankata Nagar Extension"
SSV Smile Kare,5.0,Excellent,Paedodontist Doctors,"  74, Bhraminal Street, Mudaliarpet, Pondicherry - 605004, Near Puthupillayar Temple"
Ever Smiles,4.9,Excellent,Paedodontist Doctors,"  No, 95, Lenin street, Saram, Pondicherry - 605013, Opp To Krishna Nursing Home"
Ever Smiles,4.9,Excellent,Paedodontist Doctors,"  No.95, LENIN STREET, kuyavarpalayam, Saram, Pondicherry - 605013, OPP. TO KRISHNA NURSING HOME"
Shakshi Dental Care,5.0,Excellent,Paedodontist Doctors,"  No 166, Lenin Street, Kuyavarpalayam, Pondicherry - 605005, Near Best Needs And Adjacent To Vaniga Vaishya Sri Harihara Bajanai Madam"
Annai Dental Clinic,4.6,Excellent,Paedodontist Doctors,"  No. 59/A,, East Street, Saram, Pondicherry - 605013, Kamaraj Salai & Lenin Street Junction"
Dr. Dentsmile Clinic,4.8,Excellent,Paedodontist Doctors,"  80, Bussy st white town global hospital information centre branch st Joseph's hospital cluny romain rol, Bussy Street, Pondicherry - 605001, Bussy st mission st corner"
P T Smile Gallery Dental Ca..,4.8,Excellent,Paedodontist Doctors,"  No.36, ECR Road, Auroville, Pondicherry - 605101, Next to Orient Flight School"
SUBHA Dental CARE (orthodo..,4.8,Excellent,Paedodontist Doctors,"  No:20, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005, Opposite to NT Mahal"
Purple Dent Care,4.8,Excellent,Paedodontist Doctors,"  No.2, ECR Main Road, Chinnamudaliyar chavadi, Kottakuppam, Pondicherry - 605104, Near Kottakuppam Roundana"
Sri Padmavathy Thayar Denta..,4.0,Very good,Paedodontist Doctors,"  No 51, Thiruvalluvar Salai, Saram, Pondicherry - 605013, Near Nellithope Signal"
Giggles Dental Care,4.1,Excellent,Paedodontist Doctors,"  144 Bharathiyar Street, Bharathiyar Street, Lawspet Pondicherry, Pondicherry - 605008, Opp to Pondy Surgery"
Smilekraft Dentaire,4.2,Excellent,Paedodontist Doctors,"  No.136, GK complex, bussey street, Bussy Street, Pondicherry - 605001, opposite chinna mani kundu"
Lebraces Dental Hospital,4.3,Excellent,Paedodontist Doctors,"  No 26, 14th Cross Street, Pondicherry - 605001, Opp to Rajiv Gandhi Hospital"
Dr. R Mohammed Assif,4.4,Excellent,Paedodontist Doctors,"  15, Main Road,, Nellikuppam, Cuddalore - 607105 (Also serves PONDICHERRY)"
Dr. Shanmuga Kani a,4.5,Excellent,Paedodontist Doctors,"  No 7, Main Road, Nellikuppam, Cuddalore - 607105 (Also serves PONDICHERRY)"
Le Pearl Dental Clinic,5.0,Excellent,Paedodontist Doctors,"  No 28 Priyanka Complex, Kumbakonam Main Road Indra Nagar, Neyveli 1, Neyveli - 607801, Opp To Kanniga Parameswari Garments (Also serves PONDICHERRY)"
First Step Home Healthcare,4.9,Excellent,Paediatric Physiotherapist ,"  No 169 DSundararaju Chettiar Complex, Cuddalore Road, Mudaliarpet, Pondicherry - 605004, Opposite to Ganesh Restaurant"
TONES & BONES MULTI Special..,5.0,Excellent,Paediatric Physiotherapist ,"  No 28, Bharathi Mill Road, Mudaliarpet, Mudaliarpet, Pondicherry - 605004"
Anandha Physiotherapy,5.0,Excellent,Paediatric Physiotherapist ,"  No. 24, 100 Feet Road, Nadesan Nagar, Nellithope, Pondicherry - 605005, Near IG Square"
Active Life,4.9,Excellent,Paediatric Physiotherapist ,"  No.16, 15 th Cross, 0, Lawspet Pondicherry, Pondicherry - 605008, Near Thillai Appartments"
Sri Juna Physio Cure,5.0,Excellent,Paediatric Physiotherapist ,"  No-111, Laspat Main Road, Lawspet Pondicherry, Pondicherry - 605008, Selva Vinayagar Koil"
Sara Physiotherapy Clinic,5.0,Excellent,Paediatric Physiotherapist ,"  5, 3rd main road, kumaran nagar, lawspet, Lawspet, Pondicherry - 605008, near navalar auto sand"
Sri Venkateshwaraa Medical ..,4.1,Excellent,Paediatric Cardiologist,"  13 A, Pondicherry Villupuram Main Road Ariyur, Pondicherry - 605001, Ariyur"
Apollo Hospital Information..,3.5,Very good,Paediatric Cardiologist,"  No.60, 100 Feet Road, Ellaipillaichavady, Pondicherry - 605005, Opp to N.T Mahal"
Manimaranes Clinic,5.0,Excellent,Paediatric Cardiologist,"  No 29 4th Cross, Anandha Rangapillai Nagar, Lawspet, Pondicherry - 605008, Near to alpha residency"
Dr S Anandaraja,0.5,Very Poor,Paediatric Cardiologist,"  No 297, Mahatma Gandhi Road, Muthialpet, Pondicherry - 605003"
Neomed Hospital(Dr Sivabala..,0.5,Very Poor,Paediatric Cardiologist,"  no 58b bharathi street thiruvalluvar nagar, Bharathi Street-venkata Nagar, Pondicherry - 605003"
U S Heart Care,0.6,Very Poor,Paediatric Cardiologist,"  No 297, Mahatma Gandhi Road, Muthialpet, Pondicherry - 605003"
Tresor Nursing Home,4.2,Excellent,Pathologists,"  No 9, St Louis Street, Pondicherry - 605001"
Dr. Nirodh Pal Choudary,4.2,Excellent,Pathologists,"  No 6 Tresor Nursing Home, St Louis Street, Pondicherry - 605001"
Dr. Veena K S ,0,Very Poor,Paediatric Orthopaedic,"  C/O Aravind Eye Hospitals No C 33, Cuddalore Main Road, Thavalakuppam, Pondicherry - 605007"
Dr. Marie Fredrick ,0,Very Poor,Paediatric Orthopaedic,"  C/O Aravind Eye Hospital, Cuddalore Main Road, Thavalakuppam, Pondicherry - 605007"
Dr. Anjali Khadia ,0,Very Poor,Paediatric Orthopaedic,"  C/O Aravind Eye Hospital, Cuddalore Main Road, Thavalakuppam, Pondicherry - 605007"
Simha Hearing Aids And Spee..,4.6,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
United Care Hearing Aids & ..,4.8,Excellent,Paediatric ENT Doctors,"  No 48, Badar Saib Street, Pondicherry Bazaar, Pondicherry - 605001, Behind Old Bus Stand"
Decibel Audiology Centre He..,4.7,Excellent,Paediatric ENT Doctors,"  No 216, Bussy Street, Bussy Street, Pondicherry - 605001, Opposite Anjappar Hotel"
Dr. Kulandaivelu S,4.6,Excellent,Paediatric ENT Doctors,"  No 6, 45 Feet Road, Venkata Nagar, Pondicherry - 605011, Rajarajeswari Nagar,Near French Corner Bakery,"
Dr. N D Rajan(simha Hearing..,4.7,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
Aum Speciality Clinics,4.8,Excellent,Paediatric ENT Doctors,"  No 2c, Jawaherlal Nehru Street, Pondicherry - 605001, Behind Raj Niwas"
Sri Shruthi Clinic,5.0,Excellent,Paediatric ENT Doctors,"  No.44, Kumara koil street, Old Town, Cuddalore - 607003, Near kumaran temple (Also serves PONDICHERRY)"
Thangam Cancer Centre,4.0,Very good,Orthodontist ,"  0, Karur - 639004, Near Namakkal"
Abishek Ortho Centre,4.0,Very good,Orthodontist ,"  5/300,Ashok Nagar, Covai Road Andan Koil East, Thanthonimalai, Karur - 639005, Behind Chakra Honda Showroom"
Avvai Homeopathy & Psycholo..,5.0,Excellent,Orthodontist ,"  No 32/9, North pradhakshnam road, Karur - 639001, Opposite Thinnappa Theatre"
Abishek Ortho Centre,4.7,Excellent,Orthodontist ,"  5/300, Ashok Nagar Covai Road Andan Koil East, Karur - 639001, Behind Chakra Honda Showroom"
Smile Avenue Dental Care,5.0,Excellent,Orthodontist ,"  Shop No: 67 Chellam Complex, Karur West, Karur - 639001, South Narasimapuram Near Meenashi Skin Hospital Opposite Jai Children Hospital"
ASSJ Chidambaram Dental Hos..,2.8,Good,Orthodontist ,"  No 2, Chairman Ramanujam Street, Karur - 639001, Opposite Kamatchi Amman Temple"
Dental Orthodontic & Implan..,2.4,Good,Orthodontist ,"  14-G, Pradhakshnam Road,, North Pradhakshnam Road,, Karur - 639001, thinnappa theatre near"
Simha Hearing Aids And Spee..,4.6,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
United Care Hearing Aids & ..,4.8,Excellent,Paediatric ENT Doctors,"  No 48, Badar Saib Street, Pondicherry Bazaar, Pondicherry - 605001, Behind Old Bus Stand"
Decibel Audiology Centre He..,4.7,Excellent,Paediatric ENT Doctors,"  No 216, Bussy Street, Bussy Street, Pondicherry - 605001, Opposite Anjappar Hotel"
Dr. Kulandaivelu S,4.6,Excellent,Paediatric ENT Doctors,"  No 6, 45 Feet Road, Venkata Nagar, Pondicherry - 605011, Rajarajeswari Nagar,Near French Corner Bakery,"
Dr. N D Rajan(simha Hearing..,4.8,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
Aum Speciality Clinics,4.7,Excellent,Paediatric ENT Doctors,"  No 2c, Jawaherlal Nehru Street, Pondicherry - 605001, Behind Raj Niwas"
Sri Shruthi Clinic,5.0,Excellent,Paediatric ENT Doctors,"  No.44, Kumara koil street, Old Town, Cuddalore - 607003, Near kumaran temple (Also serves PONDICHERRY)"
Simha Hearing Aids And Spee..,4.6,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
United Care Hearing Aids & ..,4.8,Excellent,Paediatric ENT Doctors,"  No 48, Badar Saib Street, Pondicherry Bazaar, Pondicherry - 605001, Behind Old Bus Stand"
Decibel Audiology Centre He..,4.7,Excellent,Paediatric ENT Doctors,"  No 216, Bussy Street, Bussy Street, Pondicherry - 605001, Opposite Anjappar Hotel"
Dr. Kulandaivelu S,4.6,Excellent,Paediatric ENT Doctors,"  No 6, 45 Feet Road, Venkata Nagar, Pondicherry - 605011, Rajarajeswari Nagar,Near French Corner Bakery,"
Dr. N D Rajan(simha Hearing..,4.8,Excellent,Paediatric ENT Doctors,"  No 352 Vijaya Complex 1st Floor, Villianur Main Road, Nellithope, Pondicherry - 605005, Opposite Fish Market"
Aum Speciality Clinics,4.7,Excellent,Paediatric ENT Doctors,"  No 2c, Jawaherlal Nehru Street, Pondicherry - 605001, Behind Raj Niwas"
Sri Shruthi Clinic,5.0,Excellent,Paediatric ENT Doctors,"  No.44, Kumara koil street, Old Town, Cuddalore - 607003, Near kumaran temple (Also serves PONDICHERRY)"
Thangam Cancer Centre,4.0,Excellent,Orthodontist ,"  0, Karur - 639004, Near Namakkal"
Abishek Ortho Centre,4.0,Excellent,Orthodontist ,"  5/300,Ashok Nagar, Covai Road Andan Koil East, Thanthonimalai, Karur - 639005, Behind Chakra Honda Showroom"
Avvai Homeopathy & Psycholo..,5.0,Excellent,Orthodontist ,"  No 32/9, North pradhakshnam road, Karur - 639001, Opposite Thinnappa Theatre"
Abishek Ortho Centre,4.7,Excellent,Orthodontist ,"  5/300, Ashok Nagar Covai Road Andan Koil East, Karur - 639001, Behind Chakra Honda Showroom"
Smile Avenue Dental Care,5.0,Excellent,Orthodontist ,"  Shop No: 67 Chellam Complex, Karur West, Karur - 639001, South Narasimapuram Near Meenashi Skin Hospital Opposite Jai Children Hospital"
ASSJ Chidambaram Dental Hos..,2.8,Very good,Orthodontist ,"  No 2, Chairman Ramanujam Street, Karur - 639001, Opposite Kamatchi Amman Temple"
Dental Orthodontic & Implan..,2.9,Very good,Orthodontist ,"  14-G, Pradhakshnam Road,, North Pradhakshnam Road,, Karur - 639001, thinnappa theatre near"
Thangam Cancer Centre,4.0,Very good,Orthodontist ,"  0, Karur - 639004, Near Namakkal"
Abishek Ortho Centre,4.0,Very good,Orthodontist ,"  5/300,Ashok Nagar, Covai Road Andan Koil East, Thanthonimalai, Karur - 639005, Behind Chakra Honda Showroom"
Avvai Homeopathy & Psycholo..,5.0,Excellent,Orthodontist ,"  No 32/9, North pradhakshnam road, Karur - 639001, Opposite Thinnappa Theatre"
Abishek Ortho Centre,4.7,Very good,Orthodontist ,"  5/300, Ashok Nagar Covai Road Andan Koil East, Karur - 639001, Behind Chakra Honda Showroom"
Smile Avenue Dental Care,5.0,Excellent,Orthodontist ,"  Shop No: 67 Chellam Complex, Karur West, Karur - 639001, South Narasimapuram Near Meenashi Skin Hospital Opposite Jai Children Hospital"
ASSJ Chidambaram Dental Hos..,2.8,Good,Orthodontist ,"  No 2, Chairman Ramanujam Street, Karur - 639001, Opposite Kamatchi Amman Temple"
Dental Orthodontic & Implan..,2.9,Good,Orthodontist ,"  14-G, Pradhakshnam Road,, North Pradhakshnam Road,, Karur - 639001, thinnappa theatre near"
Dr. Jp Vet Surgical Clinic,4.0,Very good,Veterinary Doctors,"  No. 167, Vysial Street, Pondicherry - 605001, Near Congress Office,Opposite Jothi Eye Hospital"
